server              76030670  
server              78328e20  IVDebugOverlay::ClearDeadOverlays
server              FAIL      IVEngineServer::IsDedicatedServer
server              FAIL      IVEngineServer::SetFakeClientConVarValue
server              760e4c10  IVision::AddKnownEntity
server              760e4ea0  IVision::ForgetAllKnownEntities
server              760e4ee0  IVision::ForgetEntity
server              7674fc8c  IVision::IsAbleToSee
server              760e5850  IVision::IsAbleToSee2
server              760e5ca0  IVision::IsLineOfSightClear
server              760e5e20  IVision::IsLineOfSightClearToEntity
server              760e64a0  IVision::Update
server              760e65c0  IVision::UpdateKnownEntities
server              FAIL      IZombieAutoList::m_IZombieAutoListAutoList
server              FAIL      IgnoreActorsTraceFilterFunction
server              FAIL      InstancedScriptedScene
server              FAIL      InventoryManager
server              FAIL      IsSpaceToSpawnHere
server              FAIL      ItemGeneration
server              762d4bf0  JarExplode
server              763a8340  KeyValues::LoadFromBuffer
server              763a89f0  KeyValues::LoadFromFile
server              FAIL      KeyValues::MergeBaseKeys
server              763a9d90  KeyValues::RecursiveMergeKeyValues
server              FAIL      LookupWeaponInfoSlot
server              FAIL      MannVsMachineStats_GetAcquiredCredits
server              75f575e0  MapEntity_ParseAllEntities
server              FAIL      MapEntity_ParseEntity
server              FAIL      MapEntity_ParseToken
server              75f327e0  MessageWriteString
server              FAIL      NDebugOverlay::Axis
server              FAIL      NDebugOverlay::Box
server              FAIL      NDebugOverlay::BoxAngles
server              FAIL      NDebugOverlay::BoxDirection
server              FAIL      NDebugOverlay::Circle
server              FAIL      NDebugOverlay::Circle_ang
server              FAIL      NDebugOverlay::Circle_axes
server              FAIL      NDebugOverlay::Cross3DOriented_ang
server              FAIL      NDebugOverlay::Cross3DOriented_mat
server              FAIL      NDebugOverlay::Cross3D_ext
server              FAIL      NDebugOverlay::Cross3D_size
server              FAIL      NDebugOverlay::DrawGroundCrossHairOverlay
server              FAIL      NDebugOverlay::DrawTickMarkedLine
server              75ef8fc0  NDebugOverlay::EntityBounds
server              FAIL      NDebugOverlay::EntityText
server              FAIL      NDebugOverlay::EntityTextAtPosition
server              FAIL      NDebugOverlay::Grid
server              FAIL      NDebugOverlay::HorzArrow
server              FAIL      NDebugOverlay::Line
server              FAIL      NDebugOverlay::ScreenText
server              FAIL      NDebugOverlay::ScreenTextLine
server              FAIL      NDebugOverlay::Sphere
server              FAIL      NDebugOverlay::Sphere_ang
server              FAIL      NDebugOverlay::SweptBox
server              FAIL      NDebugOverlay::Text
server              FAIL      NDebugOverlay::Triangle
server              FAIL      NDebugOverlay::VertArrow
server              FAIL      NDebugOverlay::YawArrow
server              76227f60  NavAreaBuildPath<CTFBotPathCost>
server              FAIL      NavAreaTravelDistance<CTFBotPathCost>
server              FAIL      NextBotCombatCharacter [D0]
server              FAIL      NextBotCombatCharacter [D2]
server              FAIL      NextBotCombatCharacter::Spawn
server              FAIL      NextBotCreatePlayerBot<CTFBot>
server              760d10b0  NextBotGroundLocomotion::ApplyAccumulatedApproach
server              760d1630  NextBotGroundLocomotion::Approach
server              75e255c0  NextBotGroundLocomotion::ClimbUpToLedge
server              FAIL      NextBotGroundLocomotion::DetectCollision
server              75f35220  NextBotGroundLocomotion::GetDeathDropHeight
server              760cf060  NextBotGroundLocomotion::GetGravity
server              760d1e20  NextBotGroundLocomotion::GetGroundNormal
server              760d1e40  NextBotGroundLocomotion::GetMaxAcceleration
server              760d1e40  NextBotGroundLocomotion::GetMaxDeceleration
server              760d1e50  NextBotGroundLocomotion::GetMaxJumpHeight
server              760d1e60  NextBotGroundLocomotion::GetMaxYawRate
server              760d1f60  NextBotGroundLocomotion::GetWalkSpeed
server              760d1fe0  NextBotGroundLocomotion::IsOnGround
server              FAIL      NextBotGroundLocomotion::NextBotGroundLocomotion
server              760d3260  NextBotGroundLocomotion::Update
server              FAIL      NextBotManager::CollectAllBots
server              760d52d0  NextBotManager::OnWeaponFired
server              760d5480  NextBotManager::ShouldUpdate
server              760d56d0  NextBotManager::Update
server              FAIL      NextBotPlayer<CTFPlayer>::GetEntity
server              FAIL      NextBotPlayer<CTFPlayer>::IsBot
server              FAIL      NextBotPlayer<CTFPlayer>::IsFakeClient
server              FAIL      NextBotPlayer<CTFPlayer>::PhysicsSimulate
server              FAIL      NextBotPlayer<CTFPlayer>::PressAltFireButton
server              FAIL      NextBotPlayer<CTFPlayer>::PressBackwardButton
server              FAIL      NextBotPlayer<CTFPlayer>::PressCrouchButton
server              FAIL      NextBotPlayer<CTFPlayer>::PressFireButton
server              FAIL      NextBotPlayer<CTFPlayer>::PressForwardButton
server              FAIL      NextBotPlayer<CTFPlayer>::PressJumpButton
server              FAIL      NextBotPlayer<CTFPlayer>::PressLeftButton
server              FAIL      NextBotPlayer<CTFPlayer>::PressMeleeButton
server              FAIL      NextBotPlayer<CTFPlayer>::PressReloadButton
server              FAIL      NextBotPlayer<CTFPlayer>::PressRightButton
server              FAIL      NextBotPlayer<CTFPlayer>::PressSpecialFireButton
server              FAIL      NextBotPlayer<CTFPlayer>::PressUseButton
server              FAIL      NextBotPlayer<CTFPlayer>::PressWalkButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseAltFireButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseBackwardButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseCrouchButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseFireButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseForwardButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseJumpButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseLeftButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseMeleeButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseReloadButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseRightButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseSpecialFireButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseUseButton
server              FAIL      NextBotPlayer<CTFPlayer>::ReleaseWalkButton
server              FAIL      NextBotPlayer<CTFPlayer>::SetButtonScale
server              FAIL      NextBotPlayer<CTFPlayer>::Update
server              760d31d0  NextBotTraversableTraceFilter::ShouldHitEntity
server              FAIL      OnBotTeleported
server              FAIL      PackRatios
server              762a9b80  ParseDynamicAttributes
server              FAIL      ParseEvent
server              FAIL      ParseKeyvalue
server              FAIL      ParseParticleEffects
server              FAIL      PassServerEntityFilter
server              FAIL      PassServerEntityFilter [clone]
server              FAIL      Path::BuildTrivialPath
server              76247900  Path::Compute<CTFBotPathCost> [ent]
server              FAIL      Path::Compute<CTFBotPathCost> [vec]
server              FAIL      Path::ComputePathDetails
server              760ea220  Path::IsValid
server              FAIL      Path::Optimize
server              760ea510  Path::PostProcess
server              FAIL      PathFollower::Avoid
server              FAIL      PathFollower::Climbing
server              FAIL      PathFollower::Climbing0
server              FAIL      PathFollower::FindBlocker
server              760ed920  PathFollower::Invalidate
server              FAIL      PathFollower::PathFollower [C1]
server              FAIL      PathFollower::PathFollower [C2]
server              760ee7f0  PathFollower::SetMinLookAheadDistance
server              760ee8c0  PathFollower::Update
server              760eaa30  PathFollower::~PathFollower [D0]
server              760eaa30  PathFollower::~PathFollower [D1]
server              760eaa30  PathFollower::~PathFollower [D2]
server              75f81430  Physics_RunThinkFunctions
server              FAIL      Physics_SimulateEntity
server              760e5390  PlayerBody::GetEntity
server              760efce0  PlayerBody::GetHullWidth
server              760efd30  PlayerBody::GetMaxHeadAngularVelocity
server              760eff60  PlayerBody::Upkeep
server              760f0ab0  PlayerLocomotion::Approach
server              760f2030  PlayerLocomotion::GetDesiredSpeed
server              760d1fe0  PlayerLocomotion::IsOnGround
server              760f2200  PlayerLocomotion::Jump
server              760f2690  PlayerLocomotion::Update
server              FAIL      PointInRespawnRoom
server              FAIL      PrecacheParticleSystem
server              FAIL      PrecachePointTemplates
server              FAIL      PropDynamic_CollidesWithGrenades
server              FAIL      ReadEncryptedKVFile
server              FAIL      Script_StringToFile
server              FAIL      SelectWeightedSequence
server              FAIL      SendProxyArrayLength_PlayerArray
server              FAIL      SendProxyArrayLength_PlayerObjects
server              FAIL      SendProxy_Color32ToInt
server              FAIL      SendProxy_EHandleToInt
server              FAIL      SendProxy_IntAddOne
server              75eff1a0  SendProxy_LengthTable
server              FAIL      SendProxy_PlayerList
server              FAIL      SendProxy_PlayerObjectList
server              FAIL      SendProxy_QAngles
server              FAIL      SendProxy_SendHealersDataTable
server              FAIL      SendProxy_SendPredictableId
server              FAIL      SendProxy_ShortAddOne
server              FAIL      SendProxy_StringT_To_String
server              FAIL      SendProxy_StringToString
server              FAIL      SendProxy_UInt8ToInt32
server              FAIL      SendProxy_VectorXYToVectorXY
server              FAIL      SetDebugBits
server              75f57ec0  SpawnHierarchicalList
server              FAIL      StandardFilterRules
server              75f6a3d0  StopParticleEffects
server              75fe3080  StopScriptedScene
server              FAIL      TE_BeamLaser
server              FAIL      TE_BeamPoints
server              FAIL      TE_BeamRingPoint
server              FAIL      TE_BreakModel
server              FAIL      TE_DispatchEffect
server              FAIL      TE_FireBullets
server              FAIL      TE_MetalSparks
server              FAIL      TE_PhysicsProp
server              FAIL      TE_PlayerAnimEvent
server              FAIL      TE_PlayerDecal
server              FAIL      TE_TFBlood
server              FAIL      TE_TFExplosion
server              FAIL      TE_TFParticleEffect
server              FAIL      TE_TFParticleEffect [No attachment]
server              76130a10  TE_TFParticleEffectComplex
server              FAIL      TFInventoryManager
server              FAIL      TFMapsWorkshop
server              76163ae0  TF_IsHolidayActive
server              7624fc30  TeleportNearVictim
server              7674abd0  TheNavAreas
server              FAIL      TheNavMesh
server              FAIL      TheNextBots
server              FAIL      ToTFBot
server              761ff420  TranslateWeaponEntForClass
server              FAIL      UTIL_EntitiesInSphere
server              FAIL      UTIL_GetCommandClient
server              FAIL      UTIL_GetCommandClientIndex
server              FAIL      UTIL_GetHolidayForString
server              7602cb40  UTIL_GetListenServerHost
server              7602cdd0  UTIL_HudMessage
server              7602d030  UTIL_IsCommandIssuedByServerAdmin
server              FAIL      UTIL_IsHolidayActive
server              FAIL      UTIL_ParticleTracer
server              FAIL      UTIL_PlayerBulletTrace
server              7602d470  UTIL_PlayerByIndex
server              FAIL      UTIL_PlayerBySteamID
server              FAIL      UTIL_PlayerDecalTrace
server              7602d6f0  UTIL_PrecacheOther
server              FAIL      UTIL_Remove [CBaseEntity *]
server              FAIL      UTIL_Remove [IServerNetworkable *]
server              FAIL      UTIL_ScreenShake
server              FAIL      UTIL_SetOrigin
server              FAIL      UTIL_SetSize
server              FAIL      UTIL_StringToVector
server              76030670  UTIL_TraceEntity [IHandleEntity]
server              75f33090  UserMessageBegin
server              FAIL      VScriptRunScript
server              7604a700  VScriptServerInit
server              FAIL      V_snprintf
server              FAIL      V_vsnprintfRet
server              FAIL      WeaponID_IsSniperRifle
server              FAIL      WeaponID_IsSniperRifleOrBow
server              FAIL      WeaponIdToAlias
server              70e4df89  [local] NDebugOverlay::Axis
server              70e4dd3c  [local] NDebugOverlay::Box
server              70e4dd7a  [local] NDebugOverlay::BoxAngles
server              70e4dd5b  [local] NDebugOverlay::BoxDirection
server              70e4dfc7  [local] NDebugOverlay::Circle
server              70e4dfe6  [local] NDebugOverlay::Circle_ang
server              70e4e005  [local] NDebugOverlay::Circle_axes
server              7106ebd0  [local] NDebugOverlay::Clear
server              70e4deee  [local] NDebugOverlay::Cross3DOriented_ang
server              70e4df0d  [local] NDebugOverlay::Cross3DOriented_mat
server              70e4deb0  [local] NDebugOverlay::Cross3D_ext
server              70e4decf  [local] NDebugOverlay::Cross3D_size
server              70e4ddb8  [local] NDebugOverlay::EntityBounds
server              70e4de15  [local] NDebugOverlay::EntityText
server              70e4de34  [local] NDebugOverlay::EntityTextAtPosition
server              70e4de53  [local] NDebugOverlay::Grid
server              70e4df2c  [local] NDebugOverlay::HorzArrow
server              70e4ddd7  [local] NDebugOverlay::Line
server              7106ebe5  [local] NDebugOverlay::LineAlpha
server              70e3b99c  [local] NDebugOverlay::ScreenLine_1color
server              70e3b99c  [local] NDebugOverlay::ScreenLine_2color
server              70e3b99c  [local] NDebugOverlay::ScreenRect
server              70e4de91  [local] NDebugOverlay::ScreenText
server              70e4dfa8  [local] NDebugOverlay::Sphere
server              70e4e024  [local] NDebugOverlay::Sphere_ang
server              70e4dd99  [local] NDebugOverlay::SweptBox
server              70e4de72  [local] NDebugOverlay::Text
server              70e4ddf6  [local] NDebugOverlay::Triangle
server              70e4df6a  [local] NDebugOverlay::VertArrow
server              70e4df4b  [local] NDebugOverlay::YawArrow
server              FAIL      clear_debug_overlays
server              766f2b24  debugoverlay
server              FAIL      gEntList
server              766c3fc8  g_CBaseAnimating_ClassReg
server              7663a058  g_CBaseCombatCharacter_ClassReg
server              FAIL      g_CBaseCombatWeapon_ClassReg
server              76662440  g_CBasePlayer_ClassReg
server              FAIL      g_CCSPlayer_ClassReg
server              FAIL      g_CTFPlayer_ClassReg
server              FAIL      g_DeleteList
server              766c96b4  g_EntityListPool
server              FAIL      g_EventQueue
server              766f5508  g_GameStringPool
server              FAIL      g_LagCompensationManager
server              FAIL      g_MannVsMachineUpgrades
server              76693ac0  g_MedigunEffects
server              FAIL      g_RecipientFilterPredictionSystem
server              FAIL      g_SentGameRulesMasks
server              FAIL      g_TETFParticleEffect
server              FAIL      g_TFClassViewVectors
server              7667f6c8  g_TeamVisualSections
server              FAIL      g_WorldEntity
server              FAIL      g_aClassNames
server              FAIL      g_aConditionNames
server              7668dc88  g_aPlayerClassNames
server              FAIL      g_aPlayerClassNames_NonLocalized
server              7668dcf0  g_aRawPlayerClassNames
server              FAIL      g_aRawPlayerClassNamesShort
server              FAIL      g_aTeamColors
server              7668dc68  g_aTeamNames
server              7668d770  g_aWeaponNames
server              FAIL      g_bDisableEhandleAccess
server              FAIL      g_hControlPointMasters
server              FAIL      g_hUpgradeEntity
server              FAIL      g_pFullFileSystem
server              766f3c80  g_pGameRules
server              FAIL      g_pMonsterResource
server              76734b20  g_pObjectiveResource
server              FAIL      g_pParticleSystemMgr
server              FAIL      g_pParticleSystemQuery
server              76711450  g_pPlayerResource
server              76855da8  g_pPopulationManager
server              FAIL      g_pScriptVM
server              76659410  g_pszMPConcepts
server              FAIL      g_szBotBossModels
server              FAIL      g_szBotBossSentryBusterModel
server              FAIL      g_szBotModels
server              FAIL      g_szLoadoutStrings
server              766817b8  g_szLoadoutStringsForDisplay
server              FAIL      g_szPlayerRobotModels
server              FAIL      g_szRomePromoItems_Hat
server              FAIL      g_szRomePromoItems_Misc
server              FAIL      g_voteController
server              FAIL      gpGlobals
server              FAIL      lagcompensation
server              7668db08  pszWpnEntTranslationList
server              FAIL      s_RemoveImmediateSemaphore
server              FAIL      s_SteamGameServerAPIContext
server              7668e714  s_TFTeamManager
server              FAIL      s_TankModel
server              FAIL      s_TankModelRome
server              FAIL      s_acttableMelee
server              FAIL      s_lastTeleporter
server              FAIL      s_pTokenBuf
server              FAIL      static_attrib_t::BInitFromKV_SingleLine
server              FAIL      steamgameserverapicontext
server              FAIL      tf_mvm_popfile
server              76759674  usermessages
server              75ee56a0  variant_t::Convert
server              75ee6f10  variant_t::Set
server              FAIL      variant_t::SetOther
server              FAIL      ~CBaseEntity [D2]
server              FAIL      ~CTFBotMvMEngineerIdle [D0]
server              FAIL      ~CTFBotMvMEngineerIdle [D1]
server              FAIL      ~CTFBotMvMEngineerIdle [D2]
server              76022d60  ~CTriggerCamera [D0]
server              76022d60  ~CTriggerCamera [D2]
engine              FAIL      AllocChangeFrameList
engine              FAIL      Array_CompareDeltas
engine              FAIL      CBaseClient::ActivatePlayer
engine              FAIL      CBaseClient::Disconnect
engine              FAIL      CBaseClient::FillUserInfo
engine              FAIL      CBaseClient::FireGameEvent
engine              FAIL      CBaseClient::OnSignonStateFull
engine              FAIL      CBaseClient::SendNetMsg
engine              FAIL      CBaseClient::SendSnapshot
engine              FAIL      CBaseClient::SetName
engine              FAIL      CBaseClient::ShouldSendMessages
engine              FAIL      CBaseClient::UpdateAcknowledgedFramecount
engine              FAIL      CBaseClient::UpdateSendState
engine              FAIL      CBaseServer::BroadcastMessage1
engine              FAIL      CBaseServer::BroadcastMessage2
engine              FAIL      CBaseServer::CheckPassword
engine              FAIL      CBaseServer::CheckProtocol
engine              FAIL      CBaseServer::ConnectClient
engine              FAIL      CBaseServer::CreateFakeClient
engine              FAIL      CBaseServer::CreateNewClient
engine              FAIL      CBaseServer::FillServerInfo
engine              FAIL      CBaseServer::GetCPUUsage
engine              FAIL      CBaseServer::GetClassBaseline
engine              FAIL      CBaseServer::GetClient
engine              FAIL      CBaseServer::GetFreeClient
engine              FAIL      CBaseServer::RecalculateTags
engine              FAIL      CBaseServer::RejectConnection
engine              FAIL      CBaseServer::RunFrame
engine              FAIL      CBaseServer::UncompressPackedEntity
engine              FAIL      CBaseServer::UserInfoChanged
engine              FAIL      CBaseServer::WriteDeltaEntities
engine              FAIL      CClientFrameManager::CountClientFrames
engine              FAIL      CClientFrameManager::DeleteClientFrames
engine              FAIL      CClientFrameManager::RemoveOldestFrame
engine              FAIL      CCommandBuffer::AddText
engine              FAIL      CCommandBuffer::Compact
engine              FAIL      CDatatableStack::Init
engine              FAIL      CDeltaBitsReader::ReadNextPropIndex
engine              782ef1a0  CDemoPlayer::ReadPacket
engine              782ef980  CDemoRecorder::RecordStringTables
engine              FAIL      CDownloadListGenerator::OnResourcePrecachedFullPath
engine              FAIL      CEngine::Frame
engine              FAIL      CEngineSoundServer::PrecacheSound
engine              FAIL      CFrameSnapshotManager::CreatePackedEntity
engine              FAIL      CFrameSnapshotManager::GetPackedEntity
engine              FAIL      CFrameSnapshotManager::GetPreviouslySentPacket
engine              FAIL      CFrameSnapshotManager::UsePreviouslySentPacket
engine              FAIL      CGameClient::FileDenied
engine              FAIL      CGameClient::FileReceived
engine              FAIL      CGameClient::GetSendFrame
engine              FAIL      CGameClient::SetupPackInfo
engine              FAIL      CGameClient::SetupPrevPackInfo
engine              FAIL      CGameClient::ShouldSendMessages
engine              FAIL      CGameServer::RemoveClientFromGame
engine              FAIL      CGameServer::SendClientMessages
engine              FAIL      CGameServer::SetHibernating
engine              FAIL      CGameServer::SpawnServer
engine              FAIL      CHLTVClient::ExecuteStringCommand
engine              FAIL      CHLTVClient::SendSnapshot
engine              FAIL      CHLTVClient::SpawnPlayer
engine              783da830  CHLTVDemoRecorder::RecordStringTables
engine              FAIL      CHLTVDemoRecorder::StartRecording
engine              FAIL      CHLTVDemoRecorder::StopRecording
engine              FAIL      CHLTVDemoRecorder::StopRecording [clone]
engine              FAIL      CHLTVServer::BroadcastLocalChat
engine              FAIL      CHLTVServer::ConnectClient
engine              FAIL      CHLTVServer::IsTVRelay
engine              FAIL      CHLTVServer::ReadCompeleteDemoFile
engine              FAIL      CHLTVServer::RestoreTick
engine              FAIL      CHLTVServer::RunFrame
engine              FAIL      CHLTVServer::Shutdown
engine              FAIL      CHLTVServer::StartMaster
engine              FAIL      CHLTVServer::UpdateTick
engine              78305d90  CL_TakeSnapshotAndSwap
engine              FAIL      CM_EntityString
engine              FAIL      CMapListManager::GetMapCount
engine              FAIL      CMapListManager::GetMapName
engine              FAIL      CMapListManager::IsMapValid
engine              FAIL      CMapListManager::RefreshList
engine              FAIL      CMapReslistGenerator::RunFrame
engine              FAIL      CModelInfoServer::RegisterDynamicModel
engine              FAIL      CModelLoader::FlushDynamicModels
engine              FAIL      CNetChan::GetMaxRoutablePayloadSize
engine              FAIL      CNetChan::HandleUpload
engine              FAIL      CNetChan::IsFileInWaitingList
engine              FAIL      CNetChan::IsValidFileForTransfer
engine              FAIL      CNetChan::SendDatagram
engine              FAIL      CNetChan::SendNetMsg
engine              FAIL      CNetChan::SetFileTransmissionMode
engine              FAIL      CNetworkStringTable::AddString
engine              FAIL      CNetworkStringTable::DeleteAllStrings
engine              FAIL      CNetworkStringTable::RestoreTick
engine              FAIL      CNetworkStringTable::UpdateMirrorTable
engine              FAIL      CNetworkStringTableContainer::CreateStringTable
engine              FAIL      CNetworkStringTableContainer::DirectUpdate
engine              FAIL      CNetworkStringTableContainer::EnableRollback
engine              783bcf80  COM_BufferToBufferCompress_Snappy
engine              783bd050  COM_BufferToBufferDecompress
engine              FAIL      COM_CompressBuffer_LZSS
engine              FAIL      COM_CompressBuffer_Snappy
engine              783bd910  COM_GetUncompressedSize
engine              FAIL      CParallelProcessor<CGameClient *>::Run
engine              FAIL      CParallelProcessor<PackWork_t>::Run
engine              FAIL      CRC_File
engine              FAIL      CRConClient::BuildResponse
engine              FAIL      CRConClient::SendResponse
engine              78420980  CReplayDemoRecorder::RecordStringTables
engine              FAIL      CServerDatatableStack::RecurseAndCallProxies
engine              FAIL      CServerPlugin::ClientSettingsChanged
engine              FAIL      CServerPlugin::OnQueryCvarValueFinished
engine              FAIL      CServerRemoteAccess::SendVProfData
engine              FAIL      CSpatialPartition::CreateHandle
engine              FAIL      CStaticProp::GetEntityHandle
engine              FAIL      CStaticProp::GetRefEHandle
engine              FAIL      CStaticProp::Init
engine              FAIL      CStaticPropMgr::GetStaticProp
engine              FAIL      CStaticPropMgr::GetStaticPropIndex
engine              FAIL      CStaticPropMgr::IsStaticProp
engine              FAIL      CStaticPropMgr::IsStaticProp (CBaseHandle)
engine              FAIL      CStaticPropMgr::LevelInit
engine              FAIL      CStaticPropMgr::LevelShutdown
engine              FAIL      CSteam3Server::OnLogonSuccess
engine              FAIL      CSteam3Server::SendUpdatedServerDetails
engine              FAIL      CTestScriptMgr::CheckPoint
engine              FAIL      CTriggerMoved::EnumElement
engine              FAIL      CUtlMemoryPool::Alloc [engine]
engine              FAIL      CUtlMemoryPool::Free [engine]
engine              FAIL      CVEngineServer::BuildEntityClusterList
engine              FAIL      CVEngineServer::CheckAreasConnected
engine              FAIL      CVEngineServer::FindMap
engine              FAIL      CVEngineServer::GetChangeAccessor
engine              FAIL      CVEngineServer::PlaybackTempEntity
engine              FAIL      CVProfRecorder::Record_WriteTimings_R
engine              FAIL      CVideoMode_Common::TakeSnapshotTGA
engine              FAIL      Cbuf_Execute
engine              FAIL      Con_ColorPrint
engine              FAIL      Con_DebugLog
engine              FAIL      Con_NPrintf
engine              FAIL      DataTable_Warning
engine              FAIL      Float_CompareDeltas
engine              FAIL      Host_Changelevel
engine              FAIL      Host_CheckDumpMemoryStats
engine              FAIL      Host_NewGame
engine              FAIL      Host_ShowIPCCallCount
engine              FAIL      Host_ShowIPCCallCount [clone]
engine              FAIL      IVEngineServer::Con_NPrintf
engine              FAIL      IVEngineServer::Con_NXPrintf
engine              FAIL      Int64_CompareDeltas
engine              FAIL      Int_CompareDeltas
engine              FAIL      InvalidateSharedEdictChangeInfo
engine              FAIL      NET_SendLong
engine              FAIL      NET_SendPacket
engine              FAIL      NET_SendTo
engine              FAIL      PackEntities_Normal
engine              FAIL      PackWork_t::Process
engine              FAIL      PackedEntity::GetPropsChangedAfterTick
engine              78410bf0  SVC_CmdKeyValues::Process
engine              FAIL      SVC_UserMessage::ReadFromBuffer
engine              FAIL      SVC_UserMessage::WriteToBuffer
engine              FAIL      SV_ActivateServer
engine              FAIL      SV_BroadcastVoiceData
engine              FAIL      SV_ComputeClientPacks
engine              FAIL      SV_DetermineUpdateType
engine              FAIL      SV_EnsureInstanceBaseline
engine              FAIL      SV_Frame
engine              FAIL      SV_PackEntity
engine              FAIL      SV_ReplicateConVarChange
engine              FAIL      SendCvarValueQueryToClient
engine              FAIL      SendProxy_AngleToFloat
engine              FAIL      SendProxy_Empty
engine              FAIL      SendTable_CalcDelta
engine              FAIL      SendTable_CullPropsFromProxies
engine              FAIL      SendTable_Encode
engine              FAIL      SendTable_WriteAllDeltaProps
engine              FAIL      SendTable_WritePropList
engine              FAIL      SetupMaxPlayers
engine              FAIL      String_CompareDeltas
engine              FAIL      TGAWriter::WriteToBuffer
engine              78442280  VProfRecord_Snapshot
engine              FAIL      VProfRecord_StartOrStop
engine              FAIL      VTable for CStaticProp
engine              FAIL      VectorXY_CompareDeltas
engine              FAIL      Vector_CompareDeltas
engine              FAIL      WriteRemoteVProfData
engine              FAIL      [client] CAudioMixerWaveMP3::CAudioMixerWaveMP3
engine              FAIL      [client] CAudioMixerWaveMP3::~CAudioMixerWaveMP3
engine              78329580  [client] CDebugOverlay::AddSphereOverlay
engine              FAIL      [client] CDebugOverlay::DrawAllOverlays
engine              FAIL      [client] CDebugOverlay::DrawOverlay
engine              782cdf40  [client] CWaveDataStreamAsync::CWaveDataStreamAsync
engine              782ce260  [client] CWaveDataStreamAsync::~CWaveDataStreamAsync
engine              FAIL      [client] GenerateBoxVertices
engine              7830a010  [client] RCONClient
engine              784b1d50  [client] RenderBox
engine              FAIL      [client] RenderBox [material]
engine              784b1da0  [client] RenderLine
engine              FAIL      [client] RenderSphere [material]
engine              784b2850  [client] RenderTriangle
engine              784b2490  [client] RenderTriangle [material]
engine              FAIL      [client] RenderWireframeBox
engine              FAIL      [client] RenderWireframeSweptBox
engine              FAIL      [client] S_Play
engine              FAIL      [engine] CUtlBuffer::EnsureCapacity
engine              FAIL      [engine] bf_read::bf_read
engine              FAIL      [engine] bf_write::bf_write
engine              FAIL      _Host_RunFrame
engine              FAIL      _Host_RunFrame_Server
engine              FAIL      con_filter_enable
engine              FAIL      con_filter_text
engine              FAIL      con_filter_text_out
engine              FAIL      dtwarning
engine              FAIL      dtwatchclass
engine              FAIL      dtwatchent
engine              FAIL      dtwatchvar
engine              FAIL      g_BSPData
engine              FAIL      g_FrameSnapshotManager
engine              FAIL      g_FreeEdicts
engine              78899ca4  g_HostState
engine              FAIL      g_MapListMgr
engine              FAIL      g_PropTypeFns
engine              FAIL      g_SharedEdictChangeInfo
engine              FAIL      g_arFakePorts
engine              FAIL      g_bUseFakeIP
engine              FAIL      g_nFakeIP
engine              FAIL      hltv
engine              FAIL      modelloader
engine              FAIL      net_blocksize
engine              FAIL      net_maxroutable
engine              FAIL      s_StaticPropMgr
engine              FAIL      s_Steam3Server
engine              FAIL      sv_maxroutable
dedicated           FAIL      CBaseFileSystem::FileExists
dedicated           FAIL      CBaseFileSystem::LoadKeyValues
dedicated           FAIL      CPackedStore::OpenFile
dedicated           FAIL      editline_threadproc
dedicated           FAIL      findFileInDirCaseInsensitive
dedicated           FAIL      g_threadid
tier0               79387a90  CStdMemAlloc::Alloc
tier0               FAIL      CThreadLocalBase::Get
tier0               FAIL      CVProfNode::MarkFrame
tier0               FAIL      ConColorMsg
tier0               79385e30  Msg
tier0               FAIL      _SpewMessage [internal]
client              FAIL      [client] CBuildFactoryHelper::GetFactoryNames
client              FAIL      [client] CBuildFactoryHelper::InstancePanel
client              FAIL      [client] CDamageAccountPanel::DisplayDamageFeedback
client              FAIL      [client] CDamageAccountPanel::FireGameEvent
client              FAIL      [client] CDebugOverlay::Paint
client              FAIL      [client] CParticleProperty::Create [int]
client              FAIL      [client] CTFGameMovement::ProcessMovement
client              FAIL      [client] CTFModeManager::LevelInit
client              FAIL      [client] CUserMessages::HookMessage
client              FAIL      [client] CUserMessages::Register
client              FAIL      [client] CViewRender::Render
client              FAIL      [client] C_BaseAnimating::DrawModel
client              FAIL      [client] C_BaseEntity::EstimateAbsVelocity
client              FAIL      [client] C_BaseEntity::GetAbsVelocity
client              FAIL      [client] C_BaseEntity::GetParentToWorldTransform
client              FAIL      [client] C_BaseEntity::GetVectors
client              FAIL      [client] C_BaseEntity::VPhysicsUpdate
client              FAIL      [client] C_SniperDot::ClientThink
client              FAIL      [client] C_TFFlameThrower::FullCritChargedEffectName
client              FAIL      [client] C_TFPlayer::AddOverheadEffect
client              FAIL      [client] C_TFPlayer::OnDataChanged
client              FAIL      [client] C_TFPlayer::OnPreDataChanged
